Brand_Name,Material_Type,Eco_Friendly_Manufacturing,Recycling_Programs,Certifications,Transaction_Items
Brand_4770,Vegan Leather,Yes,No,Cradle to Cradle,"['Vegan Leather', 'Yes', 'No', 'Cradle to Cradle']"
Brand_3926,Hemp,Yes,Yes,GOTS,"['Hemp', 'Yes', 'Yes', 'GOTS']"
Brand_4159,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_224,Bamboo Fabric,No,No,GOTS,"['Bamboo Fabric', 'No', 'No', 'GOTS']"
Brand_2194,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_3137,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_4470,Vegan Leather,Yes,Yes,Fair Trade,"['Vegan Leather', 'Yes', 'Yes', 'Fair Trade']"
Brand_1825,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_4785,Organic Cotton,No,No,OEKO-TEX,"['Organic Cotton', 'No', 'No', 'OEKO-TEX']"
Brand_798,Organic Cotton,No,No,GOTS,"['Organic Cotton', 'No', 'No', 'GOTS']"
Brand_2872,Hemp,Yes,Yes,B Corp,"['Hemp', 'Yes', 'Yes', 'B Corp']"
Brand_10,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_1945,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_1839,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_256,Tencel,No,No,Fair Trade,"['Tencel', 'No', 'No', 'Fair Trade']"
Brand_4486,Recycled Polyester,No,Yes,B Corp,"['Recycled Polyester', 'No', 'Yes', 'B Corp']"
Brand_4692,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_1582,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_2957,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_925,Bamboo Fabric,Yes,No,GOTS,"['Bamboo Fabric', 'Yes', 'No', 'GOTS']"
Brand_4783,Recycled Polyester,Yes,Yes,GOTS,"['Recycled Polyester', 'Yes', 'Yes', 'GOTS']"
Brand_2509,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_3776,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_4137,Recycled Polyester,Yes,No,OEKO-TEX,"['Recycled Polyester', 'Yes', 'No', 'OEKO-TEX']"
Brand_2780,Bamboo Fabric,Yes,No,B Corp,"['Bamboo Fabric', 'Yes', 'No', 'B Corp']"
Brand_540,Organic Cotton,No,No,GOTS,"['Organic Cotton', 'No', 'No', 'GOTS']"
Brand_2746,Vegan Leather,Yes,No,Cradle to Cradle,"['Vegan Leather', 'Yes', 'No', 'Cradle to Cradle']"
Brand_4682,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_4921,Organic Cotton,Yes,Yes,Cradle to Cradle,"['Organic Cotton', 'Yes', 'Yes', 'Cradle to Cradle']"
Brand_1146,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_4469,Bamboo Fabric,Yes,No,Cradle to Cradle,"['Bamboo Fabric', 'Yes', 'No', 'Cradle to Cradle']"
Brand_668,Hemp,Yes,Yes,B Corp,"['Hemp', 'Yes', 'Yes', 'B Corp']"
Brand_3020,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_358,Hemp,Yes,No,Cradle to Cradle,"['Hemp', 'Yes', 'No', 'Cradle to Cradle']"
Brand_2832,Organic Cotton,Yes,Yes,Fair Trade,"['Organic Cotton', 'Yes', 'Yes', 'Fair Trade']"
Brand_2784,Bamboo Fabric,Yes,No,B Corp,"['Bamboo Fabric', 'Yes', 'No', 'B Corp']"
Brand_1354,Recycled Polyester,Yes,Yes,OEKO-TEX,"['Recycled Polyester', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_471,Bamboo Fabric,No,No,OEKO-TEX,"['Bamboo Fabric', 'No', 'No', 'OEKO-TEX']"
Brand_2704,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_3331,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_3638,Tencel,Yes,Yes,B Corp,"['Tencel', 'Yes', 'Yes', 'B Corp']"
Brand_1397,Vegan Leather,Yes,Yes,Fair Trade,"['Vegan Leather', 'Yes', 'Yes', 'Fair Trade']"
Brand_3585,Organic Cotton,No,No,Fair Trade,"['Organic Cotton', 'No', 'No', 'Fair Trade']"
Brand_4670,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_3377,Bamboo Fabric,Yes,Yes,B Corp,"['Bamboo Fabric', 'Yes', 'Yes', 'B Corp']"
Brand_1257,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_3513,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_1251,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_4299,Organic Cotton,Yes,Yes,Fair Trade,"['Organic Cotton', 'Yes', 'Yes', 'Fair Trade']"
Brand_3285,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_2934,Bamboo Fabric,No,No,OEKO-TEX,"['Bamboo Fabric', 'No', 'No', 'OEKO-TEX']"
Brand_4176,Bamboo Fabric,Yes,No,GOTS,"['Bamboo Fabric', 'Yes', 'No', 'GOTS']"
Brand_1853,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_2106,Bamboo Fabric,No,Yes,Fair Trade,"['Bamboo Fabric', 'No', 'Yes', 'Fair Trade']"
Brand_134,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_929,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_824,Hemp,No,Yes,GOTS,"['Hemp', 'No', 'Yes', 'GOTS']"
Brand_4727,Recycled Polyester,Yes,Yes,OEKO-TEX,"['Recycled Polyester', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_1532,Hemp,Yes,No,OEKO-TEX,"['Hemp', 'Yes', 'No', 'OEKO-TEX']"
Brand_1215,Recycled Polyester,No,No,OEKO-TEX,"['Recycled Polyester', 'No', 'No', 'OEKO-TEX']"
Brand_505,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_4286,Hemp,No,No,B Corp,"['Hemp', 'No', 'No', 'B Corp']"
Brand_1997,Vegan Leather,Yes,Yes,B Corp,"['Vegan Leather', 'Yes', 'Yes', 'B Corp']"
Brand_3073,Recycled Polyester,No,Yes,Cradle to Cradle,"['Recycled Polyester', 'No', 'Yes', 'Cradle to Cradle']"
Brand_1959,Recycled Polyester,No,Yes,B Corp,"['Recycled Polyester', 'No', 'Yes', 'B Corp']"
Brand_1385,Tencel,Yes,No,B Corp,"['Tencel', 'Yes', 'No', 'B Corp']"
Brand_895,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_456,Organic Cotton,Yes,No,GOTS,"['Organic Cotton', 'Yes', 'No', 'GOTS']"
Brand_4824,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_3710,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_4804,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_4269,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_3523,Organic Cotton,No,Yes,GOTS,"['Organic Cotton', 'No', 'Yes', 'GOTS']"
Brand_4135,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_3603,Vegan Leather,No,No,B Corp,"['Vegan Leather', 'No', 'No', 'B Corp']"
Brand_714,Hemp,No,No,OEKO-TEX,"['Hemp', 'No', 'No', 'OEKO-TEX']"
Brand_4187,Recycled Polyester,No,Yes,GOTS,"['Recycled Polyester', 'No', 'Yes', 'GOTS']"
Brand_2215,Bamboo Fabric,Yes,Yes,B Corp,"['Bamboo Fabric', 'Yes', 'Yes', 'B Corp']"
Brand_2924,Organic Cotton,Yes,Yes,Cradle to Cradle,"['Organic Cotton', 'Yes', 'Yes', 'Cradle to Cradle']"
Brand_1811,Bamboo Fabric,No,No,GOTS,"['Bamboo Fabric', 'No', 'No', 'GOTS']"
Brand_3487,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_3142,Recycled Polyester,No,No,OEKO-TEX,"['Recycled Polyester', 'No', 'No', 'OEKO-TEX']"
Brand_1828,Recycled Polyester,Yes,Yes,OEKO-TEX,"['Recycled Polyester', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_1156,Recycled Polyester,Yes,Yes,Fair Trade,"['Recycled Polyester', 'Yes', 'Yes', 'Fair Trade']"
Brand_1325,Organic Cotton,Yes,No,B Corp,"['Organic Cotton', 'Yes', 'No', 'B Corp']"
Brand_4313,Hemp,Yes,Yes,OEKO-TEX,"['Hemp', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_511,Bamboo Fabric,Yes,Yes,B Corp,"['Bamboo Fabric', 'Yes', 'Yes', 'B Corp']"
Brand_1681,Hemp,Yes,Yes,OEKO-TEX,"['Hemp', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_500,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_4720,Tencel,Yes,Yes,GOTS,"['Tencel', 'Yes', 'Yes', 'GOTS']"
Brand_1857,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_1389,Recycled Polyester,Yes,Yes,B Corp,"['Recycled Polyester', 'Yes', 'Yes', 'B Corp']"
Brand_3720,Bamboo Fabric,No,No,OEKO-TEX,"['Bamboo Fabric', 'No', 'No', 'OEKO-TEX']"
Brand_2387,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_3237,Organic Cotton,No,No,GOTS,"['Organic Cotton', 'No', 'No', 'GOTS']"
Brand_1541,Tencel,No,Yes,B Corp,"['Tencel', 'No', 'Yes', 'B Corp']"
Brand_1218,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_2682,Hemp,No,No,B Corp,"['Hemp', 'No', 'No', 'B Corp']"
Brand_2994,Hemp,No,Yes,Fair Trade,"['Hemp', 'No', 'Yes', 'Fair Trade']"
Brand_1192,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_1543,Recycled Polyester,Yes,Yes,GOTS,"['Recycled Polyester', 'Yes', 'Yes', 'GOTS']"
Brand_3302,Vegan Leather,Yes,No,Fair Trade,"['Vegan Leather', 'Yes', 'No', 'Fair Trade']"
Brand_3325,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_2540,Recycled Polyester,No,No,OEKO-TEX,"['Recycled Polyester', 'No', 'No', 'OEKO-TEX']"
Brand_954,Hemp,No,Yes,Fair Trade,"['Hemp', 'No', 'Yes', 'Fair Trade']"
Brand_4331,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_733,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_1157,Recycled Polyester,No,No,OEKO-TEX,"['Recycled Polyester', 'No', 'No', 'OEKO-TEX']"
Brand_3295,Tencel,Yes,Yes,GOTS,"['Tencel', 'Yes', 'Yes', 'GOTS']"
Brand_2983,Bamboo Fabric,No,Yes,Fair Trade,"['Bamboo Fabric', 'No', 'Yes', 'Fair Trade']"
Brand_2157,Recycled Polyester,Yes,No,Fair Trade,"['Recycled Polyester', 'Yes', 'No', 'Fair Trade']"
Brand_1063,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_2617,Vegan Leather,No,No,Cradle to Cradle,"['Vegan Leather', 'No', 'No', 'Cradle to Cradle']"
Brand_1168,Recycled Polyester,Yes,Yes,Cradle to Cradle,"['Recycled Polyester', 'Yes', 'Yes', 'Cradle to Cradle']"
Brand_3223,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_3637,Tencel,Yes,Yes,GOTS,"['Tencel', 'Yes', 'Yes', 'GOTS']"
Brand_2939,Recycled Polyester,No,No,Fair Trade,"['Recycled Polyester', 'No', 'No', 'Fair Trade']"
Brand_4492,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_3141,Hemp,Yes,Yes,OEKO-TEX,"['Hemp', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_144,Hemp,No,No,Fair Trade,"['Hemp', 'No', 'No', 'Fair Trade']"
Brand_3578,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_2783,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_718,Recycled Polyester,No,Yes,GOTS,"['Recycled Polyester', 'No', 'Yes', 'GOTS']"
Brand_1820,Vegan Leather,Yes,No,Fair Trade,"['Vegan Leather', 'Yes', 'No', 'Fair Trade']"
Brand_2503,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_4361,Bamboo Fabric,No,Yes,GOTS,"['Bamboo Fabric', 'No', 'Yes', 'GOTS']"
Brand_4172,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_396,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_4493,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_1366,Tencel,Yes,Yes,B Corp,"['Tencel', 'Yes', 'Yes', 'B Corp']"
Brand_4742,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_596,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_3953,Recycled Polyester,Yes,Yes,GOTS,"['Recycled Polyester', 'Yes', 'Yes', 'GOTS']"
Brand_2915,Tencel,Yes,Yes,OEKO-TEX,"['Tencel', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2327,Hemp,No,Yes,GOTS,"['Hemp', 'No', 'Yes', 'GOTS']"
Brand_3767,Recycled Polyester,No,Yes,GOTS,"['Recycled Polyester', 'No', 'Yes', 'GOTS']"
Brand_3441,Tencel,No,No,B Corp,"['Tencel', 'No', 'No', 'B Corp']"
Brand_3852,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_4133,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_4775,Tencel,No,Yes,B Corp,"['Tencel', 'No', 'Yes', 'B Corp']"
Brand_2144,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_1572,Recycled Polyester,Yes,Yes,Fair Trade,"['Recycled Polyester', 'Yes', 'Yes', 'Fair Trade']"
Brand_4080,Bamboo Fabric,No,No,Cradle to Cradle,"['Bamboo Fabric', 'No', 'No', 'Cradle to Cradle']"
Brand_1123,Recycled Polyester,No,Yes,GOTS,"['Recycled Polyester', 'No', 'Yes', 'GOTS']"
Brand_2787,Bamboo Fabric,No,No,Fair Trade,"['Bamboo Fabric', 'No', 'No', 'Fair Trade']"
Brand_2968,Tencel,Yes,Yes,B Corp,"['Tencel', 'Yes', 'Yes', 'B Corp']"
Brand_2505,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_3466,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_676,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_2809,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_3349,Recycled Polyester,No,No,Fair Trade,"['Recycled Polyester', 'No', 'No', 'Fair Trade']"
Brand_729,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_413,Recycled Polyester,Yes,No,B Corp,"['Recycled Polyester', 'Yes', 'No', 'B Corp']"
Brand_3147,Tencel,No,No,Fair Trade,"['Tencel', 'No', 'No', 'Fair Trade']"
Brand_1517,Bamboo Fabric,No,Yes,B Corp,"['Bamboo Fabric', 'No', 'Yes', 'B Corp']"
Brand_826,Recycled Polyester,No,No,Fair Trade,"['Recycled Polyester', 'No', 'No', 'Fair Trade']"
Brand_3268,Vegan Leather,Yes,No,B Corp,"['Vegan Leather', 'Yes', 'No', 'B Corp']"
Brand_3975,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_617,Bamboo Fabric,No,No,Fair Trade,"['Bamboo Fabric', 'No', 'No', 'Fair Trade']"
Brand_115,Tencel,Yes,Yes,Fair Trade,"['Tencel', 'Yes', 'Yes', 'Fair Trade']"
Brand_418,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_3070,Vegan Leather,No,No,Fair Trade,"['Vegan Leather', 'No', 'No', 'Fair Trade']"
Brand_1626,Organic Cotton,No,No,OEKO-TEX,"['Organic Cotton', 'No', 'No', 'OEKO-TEX']"
Brand_4186,Tencel,Yes,Yes,OEKO-TEX,"['Tencel', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2897,Hemp,No,No,Fair Trade,"['Hemp', 'No', 'No', 'Fair Trade']"
Brand_4861,Vegan Leather,No,Yes,OEKO-TEX,"['Vegan Leather', 'No', 'Yes', 'OEKO-TEX']"
Brand_2083,Recycled Polyester,No,No,OEKO-TEX,"['Recycled Polyester', 'No', 'No', 'OEKO-TEX']"
Brand_754,Bamboo Fabric,No,No,GOTS,"['Bamboo Fabric', 'No', 'No', 'GOTS']"
Brand_2547,Hemp,No,No,B Corp,"['Hemp', 'No', 'No', 'B Corp']"
Brand_3970,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_3374,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_4108,Hemp,Yes,Yes,B Corp,"['Hemp', 'Yes', 'Yes', 'B Corp']"
Brand_2445,Hemp,No,No,OEKO-TEX,"['Hemp', 'No', 'No', 'OEKO-TEX']"
Brand_4381,Organic Cotton,Yes,No,B Corp,"['Organic Cotton', 'Yes', 'No', 'B Corp']"
Brand_1067,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_3914,Recycled Polyester,No,No,B Corp,"['Recycled Polyester', 'No', 'No', 'B Corp']"
Brand_3499,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_2739,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_4001,Vegan Leather,No,Yes,GOTS,"['Vegan Leather', 'No', 'Yes', 'GOTS']"
Brand_1569,Recycled Polyester,Yes,Yes,OEKO-TEX,"['Recycled Polyester', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2428,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_3747,Recycled Polyester,Yes,No,B Corp,"['Recycled Polyester', 'Yes', 'No', 'B Corp']"
Brand_4827,Vegan Leather,Yes,Yes,OEKO-TEX,"['Vegan Leather', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_1688,Hemp,Yes,Yes,Fair Trade,"['Hemp', 'Yes', 'Yes', 'Fair Trade']"
Brand_852,Recycled Polyester,No,No,Cradle to Cradle,"['Recycled Polyester', 'No', 'No', 'Cradle to Cradle']"
Brand_3547,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_896,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_4593,Organic Cotton,Yes,No,GOTS,"['Organic Cotton', 'Yes', 'No', 'GOTS']"
Brand_336,Vegan Leather,No,No,B Corp,"['Vegan Leather', 'No', 'No', 'B Corp']"
Brand_2840,Bamboo Fabric,No,No,Fair Trade,"['Bamboo Fabric', 'No', 'No', 'Fair Trade']"
Brand_3088,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_4612,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_1349,Recycled Polyester,Yes,Yes,Fair Trade,"['Recycled Polyester', 'Yes', 'Yes', 'Fair Trade']"
Brand_1016,Recycled Polyester,Yes,No,OEKO-TEX,"['Recycled Polyester', 'Yes', 'No', 'OEKO-TEX']"
Brand_2817,Organic Cotton,No,No,GOTS,"['Organic Cotton', 'No', 'No', 'GOTS']"
Brand_1632,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_2490,Vegan Leather,No,Yes,OEKO-TEX,"['Vegan Leather', 'No', 'Yes', 'OEKO-TEX']"
Brand_3731,Recycled Polyester,Yes,No,B Corp,"['Recycled Polyester', 'Yes', 'No', 'B Corp']"
Brand_3252,Organic Cotton,Yes,No,B Corp,"['Organic Cotton', 'Yes', 'No', 'B Corp']"
Brand_4821,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_2071,Recycled Polyester,Yes,Yes,B Corp,"['Recycled Polyester', 'Yes', 'Yes', 'B Corp']"
Brand_4453,Hemp,No,No,Fair Trade,"['Hemp', 'No', 'No', 'Fair Trade']"
Brand_1636,Organic Cotton,No,No,B Corp,"['Organic Cotton', 'No', 'No', 'B Corp']"
Brand_4647,Hemp,Yes,No,Fair Trade,"['Hemp', 'Yes', 'No', 'Fair Trade']"
Brand_2480,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_2266,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_2960,Vegan Leather,Yes,No,B Corp,"['Vegan Leather', 'Yes', 'No', 'B Corp']"
Brand_4924,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_3060,Recycled Polyester,Yes,Yes,OEKO-TEX,"['Recycled Polyester', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2142,Tencel,Yes,No,Cradle to Cradle,"['Tencel', 'Yes', 'No', 'Cradle to Cradle']"
Brand_3119,Organic Cotton,No,No,GOTS,"['Organic Cotton', 'No', 'No', 'GOTS']"
Brand_4917,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_4046,Bamboo Fabric,Yes,No,GOTS,"['Bamboo Fabric', 'Yes', 'No', 'GOTS']"
Brand_3357,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_2745,Tencel,No,Yes,Fair Trade,"['Tencel', 'No', 'Yes', 'Fair Trade']"
Brand_3507,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_1680,Organic Cotton,No,No,OEKO-TEX,"['Organic Cotton', 'No', 'No', 'OEKO-TEX']"
Brand_4250,Recycled Polyester,Yes,Yes,OEKO-TEX,"['Recycled Polyester', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_3148,Vegan Leather,Yes,Yes,B Corp,"['Vegan Leather', 'Yes', 'Yes', 'B Corp']"
Brand_2295,Tencel,Yes,No,OEKO-TEX,"['Tencel', 'Yes', 'No', 'OEKO-TEX']"
Brand_581,Organic Cotton,No,No,B Corp,"['Organic Cotton', 'No', 'No', 'B Corp']"
Brand_1471,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_4800,Recycled Polyester,Yes,No,Fair Trade,"['Recycled Polyester', 'Yes', 'No', 'Fair Trade']"
Brand_4071,Bamboo Fabric,Yes,No,GOTS,"['Bamboo Fabric', 'Yes', 'No', 'GOTS']"
Brand_3344,Bamboo Fabric,No,No,Fair Trade,"['Bamboo Fabric', 'No', 'No', 'Fair Trade']"
Brand_4584,Tencel,Yes,No,B Corp,"['Tencel', 'Yes', 'No', 'B Corp']"
Brand_3673,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_560,Tencel,No,No,Fair Trade,"['Tencel', 'No', 'No', 'Fair Trade']"
Brand_2850,Recycled Polyester,No,Yes,B Corp,"['Recycled Polyester', 'No', 'Yes', 'B Corp']"
Brand_513,Bamboo Fabric,No,No,OEKO-TEX,"['Bamboo Fabric', 'No', 'No', 'OEKO-TEX']"
Brand_4730,Tencel,Yes,Yes,Fair Trade,"['Tencel', 'Yes', 'Yes', 'Fair Trade']"
Brand_1082,Recycled Polyester,No,Yes,GOTS,"['Recycled Polyester', 'No', 'Yes', 'GOTS']"
Brand_1665,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_1013,Organic Cotton,No,No,Fair Trade,"['Organic Cotton', 'No', 'No', 'Fair Trade']"
Brand_1932,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_1151,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_2839,Recycled Polyester,No,No,Cradle to Cradle,"['Recycled Polyester', 'No', 'No', 'Cradle to Cradle']"
Brand_117,Bamboo Fabric,No,No,GOTS,"['Bamboo Fabric', 'No', 'No', 'GOTS']"
Brand_741,Recycled Polyester,Yes,Yes,GOTS,"['Recycled Polyester', 'Yes', 'Yes', 'GOTS']"
Brand_3676,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_831,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_120,Bamboo Fabric,No,No,OEKO-TEX,"['Bamboo Fabric', 'No', 'No', 'OEKO-TEX']"
Brand_4753,Tencel,Yes,Yes,GOTS,"['Tencel', 'Yes', 'Yes', 'GOTS']"
Brand_4974,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
